,culture,primaryImageSmall
590,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS530.jpg
591,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211858.jpg
592,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap23.80.82.jpg
593,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT9052.jpg
594,China,https://images.metmuseum.org/CRDImages/as/web-large/DT235398.jpg
595,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP337804.jpg
596,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT7282.jpg
597,China,https://images.metmuseum.org/CRDImages/as/web-large/DT283588.jpg
598,China,https://images.metmuseum.org/CRDImages/as/web-large/DP204154_CRD.jpg
599,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_11_O2.jpg
600,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1973.323.5.jpg
601,China,https://images.metmuseum.org/CRDImages/as/web-large/1999_195_O1.jpg
602,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP361137.jpg
603,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154395.jpg
604,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT83.jpg
605,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_97_108918.jpg
606,Japan,https://images.metmuseum.org/CRDImages/as/web-large/38_106_10_115894.jpg
607,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6674.jpg
608,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205871.jpg
609,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP161476.jpg
610,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap09.72.8.jpg
611,Japan,https://images.metmuseum.org/CRDImages/as/web-large/47_100_439_O1_sf.jpg
612,Japan,https://images.metmuseum.org/CRDImages/as/web-large/57_70_1_O2.jpg
613,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6819.jpg
614,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DT209331.jpg
615,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP355505.jpg
616,China,https://images.metmuseum.org/CRDImages/as/web-large/DP202148_CRD.jpg
617,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153542.jpg
618,China,https://images.metmuseum.org/CRDImages/as/web-large/DP205846_CRD.jpg
619,China,https://images.metmuseum.org/CRDImages/as/web-large/DP204808_CRD.jpg
620,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153922.jpg
621,China,https://images.metmuseum.org/CRDImages/as/web-large/55_155_1_O2_sf.jpg
622,China,https://images.metmuseum.org/CRDImages/as/web-large/DP160906.jpg
623,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211872.jpg
624,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP279658.jpg
625,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154539.jpg
626,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap68.222.25.jpg
627,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6751.jpg
628,China,https://images.metmuseum.org/CRDImages/as/web-large/1989_371_O.jpg
629,China,https://images.metmuseum.org/CRDImages/as/web-large/DP161154.jpg
630,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_77_O1_sf.jpg
631,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6547.jpg
632,Japan,https://images.metmuseum.org/CRDImages/as/web-large/51_137_1_O2.jpg
633,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap54.74.jpg
634,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP231886_CRD.jpg
635,China,https://images.metmuseum.org/CRDImages/as/web-large/DP258037.jpg
636,China,https://images.metmuseum.org/CRDImages/as/web-large/1982_1_6_sf.JPG
637,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154427.jpg
638,Japan,https://images.metmuseum.org/CRDImages/as/web-large/1993_446_O2.jpg
639,China,https://images.metmuseum.org/CRDImages/as/web-large/DP161169_CRD.jpg
640,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154550.jpg
641,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP700727.jpg
642,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP700701.jpg
643,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6810.jpg
644,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-57_85_2_001.jpg
645,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6595.jpg
646,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211884.jpg
647,Japan,https://images.metmuseum.org/CRDImages/as/web-large/45_97_3_134842.jpg
648,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP148328.jpg
649,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP218200.jpg
650,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT5642.jpg
651,China,https://images.metmuseum.org/CRDImages/as/web-large/DP203212_crd.jpg
652,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153920.jpg
653,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153894.jpg
654,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_101_O1.jpg
655,China,https://images.metmuseum.org/CRDImages/as/web-large/DP161445.jpg
656,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP298230.jpg
657,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP133067.jpg
658,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154532.jpg
659,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211807.jpg
660,China,https://images.metmuseum.org/CRDImages/as/web-large/DP216136_CRD.jpg
661,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap50.187.46.jpg
662,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6897.jpg
663,Japan,https://images.metmuseum.org/CRDImages/as/web-large/55_161_2_O2.jpg
664,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP161209.jpg
665,China,https://images.metmuseum.org/CRDImages/as/web-large/1989_149_O.JPG
666,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_517_O1_sf.jpg
667,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6887.jpg
668,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205544.jpg
669,China,https://images.metmuseum.org/CRDImages/as/web-large/DP160429.jpg
670,China,https://images.metmuseum.org/CRDImages/as/web-large/1991_342_O.jpg
671,China,https://images.metmuseum.org/CRDImages/as/web-large/69_242_7.jpg
672,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap51.142.jpg
673,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154413.jpg
674,China,https://images.metmuseum.org/CRDImages/as/web-large/DP166346_CRD.jpg
675,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap17.160.jpg
676,Japan,https://images.metmuseum.org/CRDImages/as/web-large/1985_243.JPG
677,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6783.jpg
678,China,https://images.metmuseum.org/CRDImages/as/web-large/DP-15981-001.jpg
679,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_535_76424.jpg
680,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP215116.jpg
681,Japan,https://images.metmuseum.org/CRDImages/as/web-large/07_246_13_O1_sf.jpg
682,China,https://images.metmuseum.org/CRDImages/as/web-large/DT9281.jpg
683,China,https://images.metmuseum.org/CRDImages/as/web-large/DP213697_CRD.jpg
684,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_43_162333.jpg
685,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_20_108838.jpg
686,Japan,https://images.metmuseum.org/CRDImages/as/web-large/54_22_1_156778.jpg
687,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205584.jpg
688,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2030.jpg
689,Japan,https://images.metmuseum.org/CRDImages/as/web-large/18_146_5_55931.jpg
690,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6779.jpg
691,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1972.263.5.jpg
692,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP155950.jpg
693,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP105587.jpg
694,China,https://images.metmuseum.org/CRDImages/as/web-large/13_220_35_O.jpg
695,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP168965.jpg
696,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT102.jpg
697,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap95.20.jpg
698,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154475.jpg
699,China,https://images.metmuseum.org/CRDImages/as/web-large/DP214835_CRD.jpg
700,Japan,https://images.metmuseum.org/CRDImages/as/web-large/59_80_169115.jpg
701,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-14063-009.jpg
702,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP216803.jpg
703,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP238184_CRD.jpg
704,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-36_100_35_at-001.jpg
705,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT4921.jpg
706,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154430.jpg
707,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_140_6_F_sf.jpg
708,America,https://images.metmuseum.org/CRDImages/ad/web-large/SFcs54d.jpg
709,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP137144.jpg
710,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP235056_CRD.jpg
711,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154100.jpg
712,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6899.jpg
713,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-304.jpg
714,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT1511.jpg
715,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap49.18.1.jpg
716,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP232119_CRD.jpg
717,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154109.jpg
718,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211836.jpg
719,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap41.18.jpg
720,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap39.172.1.jpg
721,China,https://images.metmuseum.org/CRDImages/as/web-large/29_100_476.JPG
722,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT5671.jpg
723,China,https://images.metmuseum.org/CRDImages/as/web-large/DT4762.jpg
724,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6832.jpg
725,China,https://images.metmuseum.org/CRDImages/as/web-large/DP157322_CRD.jpg
726,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154483.jpg
727,China,https://images.metmuseum.org/CRDImages/as/web-large/DP165244.jpg
728,China,https://images.metmuseum.org/CRDImages/as/web-large/20558.jpg
729,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_140_18_F_sf.jpg
730,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT1510.jpg
731,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap26.47.jpg
732,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP215096.jpg
733,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap87.8.4.jpg
734,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap98.14.jpg
735,Japan,https://images.metmuseum.org/CRDImages/as/web-large/2015_300_44_Burke_website.jpg
736,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6786.jpg
737,China,https://images.metmuseum.org/CRDImages/as/web-large/DP258049.jpg
738,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP298223.jpg
739,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap91.11.jpg
740,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP168963.jpg
741,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP701340.jpg
742,China,https://images.metmuseum.org/CRDImages/as/web-large/DP235497.jpg
743,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap74.48.jpg
744,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap46.67.83.jpg
745,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211867.jpg
746,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap74.37.jpg
747,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211840.jpg
748,China,https://images.metmuseum.org/CRDImages/as/web-large/13_220_93.jpg
749,China,https://images.metmuseum.org/CRDImages/as/web-large/DP247676.jpg
750,China,https://images.metmuseum.org/CRDImages/as/web-large/DP202525_CRD.jpg
751,Japan,https://images.metmuseum.org/CRDImages/as/web-large/67_55_38_O1.jpg
752,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6775.jpg
753,China,https://images.metmuseum.org/CRDImages/as/web-large/51_39_1_149649.JPG
754,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1978.380.jpg
755,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT219411.jpg
756,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_35_162325.jpg
757,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153582.jpg
758,China,https://images.metmuseum.org/CRDImages/as/web-large/DP202455_CRD.jpg
759,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-078.jpg
760,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP168883.jpg
761,China,https://images.metmuseum.org/CRDImages/as/web-large/DT8379.jpg
762,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT5812.jpg
763,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap15.30.64.jpg
764,China,https://images.metmuseum.org/CRDImages/as/web-large/DP212840_CRD.jpg
765,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154416.jpg
766,China,https://images.metmuseum.org/CRDImages/as/web-large/13_220_20_O.jpg
767,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP141201.jpg
768,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT220048.jpg
769,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153851.jpg
770,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP361166.jpg
771,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT9511.jpg
772,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP158827.jpg
773,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6721.jpg
774,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_11_162301.jpg
775,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2024.jpg
776,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_76_34_02_sf.jpg
777,China,https://images.metmuseum.org/CRDImages/as/web-large/DP217413.jpg
778,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT236871.jpg
779,America,https://images.metmuseum.org/CRDImages/ad/web-large/SFcs32532007.jpg
780,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6679.jpg
781,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153871.jpg
782,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT4598.jpg
783,China,https://images.metmuseum.org/CRDImages/as/web-large/DP-18086-002.jpg
784,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211794.jpg
785,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap77.3.4.jpg
786,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap69.73.jpg
787,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1972.191.jpg
788,China,https://images.metmuseum.org/CRDImages/as/web-large/DP201244_CRD.jpg
789,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap20.75.jpg
790,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2076.jpg
791,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP276272.jpg
792,China,https://images.metmuseum.org/CRDImages/as/web-large/DP105303_CRD.jpg
793,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP217216.jpg
794,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap40.144.jpg
795,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap65.235.jpg
796,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6831.jpg
797,Japan,https://images.metmuseum.org/CRDImages/as/web-large/38_106_6_115890.jpg
798,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1981.447.2.jpg
799,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP212424.jpg
800,China,https://images.metmuseum.org/CRDImages/as/web-large/TR_250_66_2012_S2_sf.jpg
801,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT11076.jpg
802,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DT10494.tif.jpg
803,Japan,https://images.metmuseum.org/CRDImages/as/web-large/1996_464_2_O1.jpg
804,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP700703.jpg
805,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6713.jpg
806,Japan,https://images.metmuseum.org/CRDImages/as/web-large/08_148_1_O.jpg
807,America,"https://images.metmuseum.org/CRDImages/ad/web-large/ap1988.352 a,b.jpg"
808,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP168941.jpg
809,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP161458.jpg
810,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211834.jpg
811,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap36.34.jpg
812,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap29.35.jpg
813,China,https://images.metmuseum.org/CRDImages/as/web-large/DP-18070-022.jpg
814,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6878.jpg
815,China,https://images.metmuseum.org/CRDImages/as/web-large/DP274156.jpg
816,China,https://images.metmuseum.org/CRDImages/as/web-large/1991_273_O.jpg
817,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP232097_CRD.jpg
818,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT228976.jpg
819,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211845.jpg
820,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211860.jpg
821,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap10.54.jpg
822,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT9009.jpg
823,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP205557.jpg
824,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6842.jpg
825,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT207462.jpg
826,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP277574.jpg
827,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_140_11_F_sf.jpg
828,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP169097.jpg
829,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP169293.jpg
830,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap28.47.2.jpg
831,China,https://images.metmuseum.org/CRDImages/as/web-large/DT8082.jpg
832,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_84_O2_sf.jpg
833,America,https://images.metmuseum.org/CRDImages/ad/web-large/162278.jpg
834,Japan,https://images.metmuseum.org/CRDImages/as/web-large/4080.jpg
835,China,https://images.metmuseum.org/CRDImages/as/web-large/DP166586_CRD.jpg
836,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP-600-001.jpg
837,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT1540.jpg
838,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1974.212.jpg
839,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6841.jpg
840,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_76_45_02_sf.jpg
841,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_121_27_162317.jpg
842,America,https://images.metmuseum.org/CRDImages/ad/web-large/SFsf6716.JPG
843,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap95.14.118.jpg
844,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP215410.jpg
845,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153544.jpg
846,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP237180.jpg
847,China,https://images.metmuseum.org/CRDImages/as/web-large/12301.jpg
848,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2071.jpg
849,China,https://images.metmuseum.org/CRDImages/as/web-large/1970_2_1a_192478.jpg
850,Japan,https://images.metmuseum.org/CRDImages/as/web-large/52_177_22_154542.jpg
851,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6650.jpg
852,Japan,https://images.metmuseum.org/CRDImages/as/web-large/56_124_5_O1.jpg
853,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211819.jpg
854,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-273.jpg
855,Japan,https://images.metmuseum.org/CRDImages/as/web-large/2000.661.3_detail.jpg
856,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap20.86.jpg
857,China,https://images.metmuseum.org/CRDImages/as/web-large/DP161404.jpg
858,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6756.jpg
859,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1974.263.jpg
860,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-1977_445-005.jpg
861,China,https://images.metmuseum.org/CRDImages/as/web-large/DP154448.jpg
862,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP345269.jpg
863,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6758.jpg
864,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap29.85.jpg
865,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP161460.jpg
866,China,https://images.metmuseum.org/CRDImages/as/web-large/29_100_522.JPG
867,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1985.354.jpg
868,Japan,https://images.metmuseum.org/CRDImages/as/web-large/36_100_79_108899.jpg
869,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP161500.jpg
870,China,https://images.metmuseum.org/CRDImages/as/web-large/DP159059.jpg
871,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12379-002.jpg
872,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_520.JPG
873,Japan,https://images.metmuseum.org/CRDImages/as/web-large/07_246_23_O1_sf.jpg
874,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap08.136.1.jpg
875,Japan,https://images.metmuseum.org/CRDImages/as/web-large/LC-14_76_23_002.jpg
876,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153883.jpg
877,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-035.jpg
878,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap91.27.1.jpg
879,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP162131.jpg
880,China,https://images.metmuseum.org/CRDImages/as/web-large/DP-19468-002.jpg
881,China,https://images.metmuseum.org/CRDImages/as/web-large/DT8375.jpg
882,China,https://images.metmuseum.org/CRDImages/as/web-large/DP200529_CRD.jpg
883,Japan,https://images.metmuseum.org/CRDImages/as/web-large/14_76_38_O.jpg
884,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1972.263.2.jpg
885,China,https://images.metmuseum.org/CRDImages/as/web-large/DP236609_CRD.jpg
886,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap05.34.jpg
887,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-15580-009.jpg
888,Japan,https://images.metmuseum.org/CRDImages/as/web-large/18_77_7_O2_sf.jpg
889,China,https://images.metmuseum.org/CRDImages/as/web-large/DP156825.jpg
890,China,https://images.metmuseum.org/CRDImages/as/web-large/DP160908.jpg
891,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT82.jpg
892,China,https://images.metmuseum.org/CRDImages/as/web-large/DP205828_CRD.jpg
893,China,https://images.metmuseum.org/CRDImages/as/web-large/DP162771.jpg
894,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap74.7.jpg
895,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap66.242.27.jpg
896,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP211854.jpg
897,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap64.97.5.jpg
898,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap69.22.1.jpg
899,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-014.jpg
900,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap1991.272.jpg
901,China,https://images.metmuseum.org/CRDImages/as/web-large/DP204874_CRD.jpg
902,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP-1427-009.jpg
903,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6734.jpg
904,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153913.jpg
905,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT5422.jpg
906,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP341228.jpg
907,China,https://images.metmuseum.org/CRDImages/as/web-large/DP204676_CRD.jpg
908,China,https://images.metmuseum.org/CRDImages/as/web-large/141901.jpg
909,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153705.jpg
910,China,https://images.metmuseum.org/CRDImages/as/web-large/DP211112.jpg
911,China,https://images.metmuseum.org/CRDImages/as/web-large/DP-19459-002.jpg
912,Japan,https://images.metmuseum.org/CRDImages/as/web-large/4087.jpg
913,China,https://images.metmuseum.org/CRDImages/as/web-large/LC-47_18_57-004.jpg
914,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_513_76289.jpg
915,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6691.jpg
916,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6585.jpg
917,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT11519.jpg
918,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap69.279.2.jpg
919,Japan,https://images.metmuseum.org/CRDImages/as/web-large/1991_384.jpg
920,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP169108.jpg
921,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6750.jpg
922,China,https://images.metmuseum.org/CRDImages/as/web-large/DP279492.jpg
923,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP168971.jpg
924,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT1550.jpg
925,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap55.73.3.jpg
926,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP-12232-082.jpg
927,China,https://images.metmuseum.org/CRDImages/as/web-large/DP165839_CRD.jpg
928,America,https://images.metmuseum.org/CRDImages/ad/web-large/DT2784.jpg
929,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP105584.jpg
930,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP215104.jpg
931,China,https://images.metmuseum.org/CRDImages/as/web-large/DP144239_CRD.jpg
932,Japan,https://images.metmuseum.org/CRDImages/as/web-large/DP270167.JPG
933,China,https://images.metmuseum.org/CRDImages/as/web-large/DP202582_CRD.jpg
934,America,https://images.metmuseum.org/CRDImages/ad/web-large/ap22.217.1.jpg
935,Japan,https://images.metmuseum.org/CRDImages/as/web-large/38_106_15_115899.jpg
936,America,https://images.metmuseum.org/CRDImages/ad/web-large/DP105575.jpg
937,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153896.jpg
938,America,https://images.metmuseum.org/CRDImages/ad/web-large/APS6568.jpg
939,Japan,https://images.metmuseum.org/CRDImages/as/web-large/52_160_5_154130.jpg
940,China,https://images.metmuseum.org/CRDImages/as/web-large/DP153548.jpg
941,Japan,https://images.metmuseum.org/CRDImages/as/web-large/29_100_452_JP_02_sf.jpg
